Pourcentage erreur;Voisin;Dimension
33.55;5;('Flexibilite', 'Pi')
35.53;6;('Flexibilite', 'Pi')
36.18;7;('Flexibilite', 'Pi')
35.2;8;('Flexibilite', 'Pi')
34.87;9;('Flexibilite', 'Pi')
34.21;10;('Flexibilite', 'Pi')
33.55;11;('Flexibilite', 'Pi')
32.24;12;('Flexibilite', 'Pi')
31.91;13;('Flexibilite', 'Pi')
32.89;14;('Flexibilite', 'Pi')
33.22;15;('Flexibilite', 'Pi')
31.25;16;('Flexibilite', 'Pi')
32.89;17;('Flexibilite', 'Pi')
33.88;18;('Flexibilite', 'Pi')
33.88;19;('Flexibilite', 'Pi')
26.64;1;('Hydropathie', 'Pi')
28.62;2;('Hydropathie', 'Pi')
29.93;3;('Hydropathie', 'Pi')
29.61;4;('Hydropathie', 'Pi')
28.95;5;('Hydropathie', 'Pi')
30.26;6;('Hydropathie', 'Pi')
28.62;7;('Hydropathie', 'Pi')
29.28;8;('Hydropathie', 'Pi')
31.25;9;('Hydropathie', 'Pi')
29.61;10;('Hydropathie', 'Pi')
29.28;11;('Hydropathie', 'Pi')
27.96;12;('Hydropathie', 'Pi')
29.61;13;('Hydropathie', 'Pi')
29.61;14;('Hydropathie', 'Pi')
29.93;15;('Hydropathie', 'Pi')
29.28;16;('Hydropathie', 'Pi')
29.28;17;('Hydropathie', 'Pi')
28.62;18;('Hydropathie', 'Pi')
28.62;19;('Hydropathie', 'Pi')
25.0;1;('Taille', 'Polarite', 'Charge')
28.62;2;('Taille', 'Polarite', 'Charge')
28.29;3;('Taille', 'Polarite', 'Charge')
25.99;4;('Taille', 'Polarite', 'Charge')
23.03;5;('Taille', 'Polarite', 'Charge')
25.99;6;('Taille', 'Polarite', 'Charge')
26.64;7;('Taille', 'Polarite', 'Charge')
25.33;8;('Taille', 'Polarite', 'Charge')
25.33;9;('Taille', 'Polarite', 'Charge')
25.33;10;('Taille', 'Polarite', 'Charge')
25.66;11;('Taille', 'Polarite', 'Charge')
24.01;12;('Taille', 'Polarite', 'Charge')
23.68;13;('Taille', 'Polarite', 'Charge')
24.34;14;('Taille', 'Polarite', 'Charge')
22.04;15;('Taille', 'Polarite', 'Charge')
22.37;16;('Taille', 'Polarite', 'Charge')
21.05;17;('Taille', 'Polarite', 'Charge')
21.38;18;('Taille', 'Polarite', 'Charge')
20.72;19;('Taille', 'Polarite', 'Charge')
25.99;1;('Taille', 'Polarite', 'Volume')
29.61;2;('Taille', 'Polarite', 'Volume')
29.93;3;('Taille', 'Polarite', 'Volume')
29.61;4;('Taille', 'Polarite', 'Volume')
25.99;5;('Taille', 'Polarite', 'Volume')
25.0;6;('Taille', 'Polarite', 'Volume')
22.04;7;('Taille', 'Polarite', 'Volume')
23.68;8;('Taille', 'Polarite', 'Volume')
20.39;9;('Taille', 'Polarite', 'Volume')
22.04;10;('Taille', 'Polarite', 'Volume')
22.7;11;('Taille', 'Polarite', 'Volume')
25.0;12;('Taille', 'Polarite', 'Volume')
23.68;13;('Taille', 'Polarite', 'Volume')
24.01;14;('Taille', 'Polarite', 'Volume')
22.7;15;('Taille', 'Polarite', 'Volume')
23.68;16;('Taille', 'Polarite', 'Volume')
21.38;17;('Taille', 'Polarite', 'Volume')
24.34;18;('Taille', 'Polarite', 'Volume')
22.7;19;('Taille', 'Polarite', 'Volume')
23.68;1;('Taille', 'Polarite', 'Tendance helice')
26.97;2;('Taille', 'Polarite', 'Tendance helice')
25.0;3;('Taille', 'Polarite', 'Tendance helice')
25.99;4;('Taille', 'Polarite', 'Tendance helice')
21.05;5;('Taille', 'Polarite', 'Tendance helice')
22.7;6;('Taille', 'Polarite', 'Tendance helice')
24.01;7;('Taille', 'Polarite', 'Tendance helice')
22.37;8;('Taille', 'Polarite', 'Tendance helice')
23.68;9;('Taille', 'Polarite', 'Tendance helice')
24.34;10;('Taille', 'Polarite', 'Tendance helice')
23.03;11;('Taille', 'Polarite', 'Tendance helice')
23.03;12;('Taille', 'Polarite', 'Tendance helice')
23.03;13;('Taille', 'Polarite', 'Tendance helice')
23.68;14;('Taille', 'Polarite', 'Tendance helice')
21.38;15;('Taille', 'Polarite', 'Tendance helice')
23.36;16;('Taille', 'Polarite', 'Tendance helice')
21.05;17;('Taille', 'Polarite', 'Tendance helice')
21.38;18;('Taille', 'Polarite', 'Tendance helice')
20.72;19;('Taille', 'Polarite', 'Tendance helice')
22.04;1;('Taille', 'Polarite', 'Tendance feuillet')
26.32;2;('Taille', 'Polarite', 'Tendance feuillet')
24.34;3;('Taille', 'Polarite', 'Tendance feuillet')
25.33;4;('Taille', 'Polarite', 'Tendance feuillet')
19.41;5;('Taille', 'Polarite', 'Tendance feuillet')
22.37;6;('Taille', 'Polarite', 'Tendance feuillet')
20.39;7;('Taille', 'Polarite', 'Tendance feuillet')
21.71;8;('Taille', 'Polarite', 'Tendance feuillet')
20.72;9;('Taille', 'Polarite', 'Tendance feuillet')
21.38;10;('Taille', 'Polarite', 'Tendance feuillet')
22.7;11;('Taille', 'Polarite', 'Tendance feuillet')
23.36;12;('Taille', 'Polarite', 'Tendance feuillet')
21.05;13;('Taille', 'Polarite', 'Tendance feuillet')
22.04;14;('Taille', 'Polarite', 'Tendance feuillet')
20.39;15;('Taille', 'Polarite', 'Tendance feuillet')
20.39;16;('Taille', 'Polarite', 'Tendance feuillet')
19.74;17;('Taille', 'Polarite', 'Tendance feuillet')
20.39;18;('Taille', 'Polarite', 'Tendance feuillet')
20.72;19;('Taille', 'Polarite', 'Tendance feuillet')
24.01;1;('Taille', 'Polarite', 'Flexibilite')
28.95;2;('Taille', 'Polarite', 'Flexibilite')
27.3;3;('Taille', 'Polarite', 'Flexibilite')
27.63;4;('Taille', 'Polarite', 'Flexibilite')
22.7;5;('Taille', 'Polarite', 'Flexibilite')
25.0;6;('Taille', 'Polarite', 'Flexibilite')
24.01;7;('Taille', 'Polarite', 'Flexibilite')
24.34;8;('Taille', 'Polarite', 'Flexibilite')
23.36;9;('Taille', 'Polarite', 'Flexibilite')
24.34;10;('Taille', 'Polarite', 'Flexibilite')
22.7;11;('Taille', 'Polarite', 'Flexibilite')
21.71;12;('Taille', 'Polarite', 'Flexibilite')
22.37;13;('Taille', 'Polarite', 'Flexibilite')
24.67;14;('Taille', 'Polarite', 'Flexibilite')
22.7;15;('Taille', 'Polarite', 'Flexibilite')
21.71;16;('Taille', 'Polarite', 'Flexibilite')
21.71;17;('Taille', 'Polarite', 'Flexibilite')
22.04;18;('Taille', 'Polarite', 'Flexibilite')
21.05;19;('Taille', 'Polarite', 'Flexibilite')
25.66;1;('Taille', 'Polarite', 'Hydropathie')
27.96;2;('Taille', 'Polarite', 'Hydropathie')
26.64;3;('Taille', 'Polarite', 'Hydropathie')
28.29;4;('Taille', 'Polarite', 'Hydropathie')
24.01;5;('Taille', 'Polarite', 'Hydropathie')
25.0;6;('Taille', 'Polarite', 'Hydropathie')
23.68;7;('Taille', 'Polarite', 'Hydropathie')
22.04;8;('Taille', 'Polarite', 'Hydropathie')
23.36;9;('Taille', 'Polarite', 'Hydropathie')
24.67;10;('Taille', 'Polarite', 'Hydropathie')
20.72;11;('Taille', 'Polarite', 'Hydropathie')
22.37;12;('Taille', 'Polarite', 'Hydropathie')
24.01;13;('Taille', 'Polarite', 'Hydropathie')
25.33;14;('Taille', 'Polarite', 'Hydropathie')
24.67;15;('Taille', 'Polarite', 'Hydropathie')
25.0;16;('Taille', 'Polarite', 'Hydropathie')
24.67;17;('Taille', 'Polarite', 'Hydropathie')
23.36;18;('Taille', 'Polarite', 'Hydropathie')
24.01;19;('Taille', 'Polarite', 'Hydropathie')
24.34;1;('Taille', 'Polarite', 'Pi')
27.63;2;('Taille', 'Polarite', 'Pi')
28.29;3;('Taille', 'Polarite', 'Pi')
26.64;4;('Taille', 'Polarite', 'Pi')
25.66;5;('Taille', 'Polarite', 'Pi')
29.93;6;('Taille', 'Polarite', 'Pi')
26.97;7;('Taille', 'Polarite', 'Pi')
27.63;8;('Taille', 'Polarite', 'Pi')
24.34;9;('Taille', 'Polarite', 'Pi')
26.64;10;('Taille', 'Polarite', 'Pi')
25.0;11;('Taille', 'Polarite', 'Pi')
25.33;12;('Taille', 'Polarite', 'Pi')
23.68;13;('Taille', 'Polarite', 'Pi')
22.7;14;('Taille', 'Polarite', 'Pi')
21.71;15;('Taille', 'Polarite', 'Pi')
23.36;16;('Taille', 'Polarite', 'Pi')
22.04;17;('Taille', 'Polarite', 'Pi')
23.36;18;('Taille', 'Polarite', 'Pi')
23.36;19;('Taille', 'Polarite', 'Pi')
22.37;1;('Taille', 'Charge', 'Volume')
23.36;2;('Taille', 'Charge', 'Volume')
23.68;3;('Taille', 'Charge', 'Volume')
27.3;4;('Taille', 'Charge', 'Volume')
24.34;5;('Taille', 'Charge', 'Volume')
24.67;6;('Taille', 'Charge', 'Volume')
23.36;7;('Taille', 'Charge', 'Volume')
24.67;8;('Taille', 'Charge', 'Volume')
24.01;9;('Taille', 'Charge', 'Volume')
24.34;10;('Taille', 'Charge', 'Volume')
25.33;11;('Taille', 'Charge', 'Volume')
26.64;12;('Taille', 'Charge', 'Volume')
26.32;13;('Taille', 'Charge', 'Volume')
26.97;14;('Taille', 'Charge', 'Volume')
26.32;15;('Taille', 'Charge', 'Volume')
26.64;16;('Taille', 'Charge', 'Volume')
24.67;17;('Taille', 'Charge', 'Volume')
24.67;18;('Taille', 'Charge', 'Volume')
25.0;19;('Taille', 'Charge', 'Volume')
27.3;1;('Taille', 'Charge', 'Tendance helice')
29.28;2;('Taille', 'Charge', 'Tendance helice')
24.01;3;('Taille', 'Charge', 'Tendance helice')
25.66;4;('Taille', 'Charge', 'Tendance helice')
22.7;5;('Taille', 'Charge', 'Tendance helice')
25.99;6;('Taille', 'Charge', 'Tendance helice')
22.37;7;('Taille', 'Charge', 'Tendance helice')
25.99;8;('Taille', 'Charge', 'Tendance helice')
25.66;9;('Taille', 'Charge', 'Tendance helice')
24.67;10;('Taille', 'Charge', 'Tendance helice')
24.01;11;('Taille', 'Charge', 'Tendance helice')
23.36;12;('Taille', 'Charge', 'Tendance helice')
22.7;13;('Taille', 'Charge', 'Tendance helice')
25.0;14;('Taille', 'Charge', 'Tendance helice')
24.01;15;('Taille', 'Charge', 'Tendance helice')
25.33;16;('Taille', 'Charge', 'Tendance helice')
25.66;17;('Taille', 'Charge', 'Tendance helice')
26.32;18;('Taille', 'Charge', 'Tendance helice')
25.99;19;('Taille', 'Charge', 'Tendance helice')
24.67;1;('Taille', 'Charge', 'Tendance feuillet')
25.99;2;('Taille', 'Charge', 'Tendance feuillet')
23.68;3;('Taille', 'Charge', 'Tendance feuillet')
25.33;4;('Taille', 'Charge', 'Tendance feuillet')
24.34;5;('Taille', 'Charge', 'Tendance feuillet')
23.36;6;('Taille', 'Charge', 'Tendance feuillet')
23.36;7;('Taille', 'Charge', 'Tendance feuillet')
22.04;8;('Taille', 'Charge', 'Tendance feuillet')
23.36;9;('Taille', 'Charge', 'Tendance feuillet')
22.04;10;('Taille', 'Charge', 'Tendance feuillet')
21.71;11;('Taille', 'Charge', 'Tendance feuillet')
23.03;12;('Taille', 'Charge', 'Tendance feuillet')
21.71;13;('Taille', 'Charge', 'Tendance feuillet')
20.07;14;('Taille', 'Charge', 'Tendance feuillet')
21.38;15;('Taille', 'Charge', 'Tendance feuillet')
21.71;16;('Taille', 'Charge', 'Tendance feuillet')
22.37;17;('Taille', 'Charge', 'Tendance feuillet')
22.37;18;('Taille', 'Charge', 'Tendance feuillet')
21.05;19;('Taille', 'Charge', 'Tendance feuillet')
26.97;1;('Taille', 'Charge', 'Flexibilite')
29.61;2;('Taille', 'Charge', 'Flexibilite')
24.34;3;('Taille', 'Charge', 'Flexibilite')
28.95;4;('Taille', 'Charge', 'Flexibilite')
26.97;5;('Taille', 'Charge', 'Flexibilite')
29.93;6;('Taille', 'Charge', 'Flexibilite')
28.62;7;('Taille', 'Charge', 'Flexibilite')
27.96;8;('Taille', 'Charge', 'Flexibilite')
26.32;9;('Taille', 'Charge', 'Flexibilite')
26.64;10;('Taille', 'Charge', 'Flexibilite')
25.0;11;('Taille', 'Charge', 'Flexibilite')
28.95;12;('Taille', 'Charge', 'Flexibilite')
25.33;13;('Taille', 'Charge', 'Flexibilite')
26.97;14;('Taille', 'Charge', 'Flexibilite')
23.68;15;('Taille', 'Charge', 'Flexibilite')
25.99;16;('Taille', 'Charge', 'Flexibilite')
23.68;17;('Taille', 'Charge', 'Flexibilite')
25.33;18;('Taille', 'Charge', 'Flexibilite')
21.71;19;('Taille', 'Charge', 'Flexibilite')
24.67;1;('Taille', 'Charge', 'Hydropathie')
28.62;2;('Taille', 'Charge', 'Hydropathie')
24.67;3;('Taille', 'Charge', 'Hydropathie')
25.33;4;('Taille', 'Charge', 'Hydropathie')
24.34;5;('Taille', 'Charge', 'Hydropathie')
26.64;6;('Taille', 'Charge', 'Hydropathie')
25.33;7;('Taille', 'Charge', 'Hydropathie')
27.96;8;('Taille', 'Charge', 'Hydropathie')
27.96;9;('Taille', 'Charge', 'Hydropathie')
27.63;10;('Taille', 'Charge', 'Hydropathie')
24.34;11;('Taille', 'Charge', 'Hydropathie')
25.33;12;('Taille', 'Charge', 'Hydropathie')
24.67;13;('Taille', 'Charge', 'Hydropathie')
24.01;14;('Taille', 'Charge', 'Hydropathie')
24.34;15;('Taille', 'Charge', 'Hydropathie')
23.03;16;('Taille', 'Charge', 'Hydropathie')
23.03;17;('Taille', 'Charge', 'Hydropathie')
24.67;18;('Taille', 'Charge', 'Hydropathie')
23.68;19;('Taille', 'Charge', 'Hydropathie')
27.3;1;('Taille', 'Charge', 'Pi')
31.25;2;('Taille', 'Charge', 'Pi')
30.59;3;('Taille', 'Charge', 'Pi')
32.57;4;('Taille', 'Charge', 'Pi')
28.95;5;('Taille', 'Charge', 'Pi')
31.91;6;('Taille', 'Charge', 'Pi')
28.62;7;('Taille', 'Charge', 'Pi')
27.96;8;('Taille', 'Charge', 'Pi')
27.63;9;('Taille', 'Charge', 'Pi')
29.93;10;('Taille', 'Charge', 'Pi')
25.0;11;('Taille', 'Charge', 'Pi')
27.3;12;('Taille', 'Charge', 'Pi')
24.01;13;('Taille', 'Charge', 'Pi')
28.29;14;('Taille', 'Charge', 'Pi')
25.99;15;('Taille', 'Charge', 'Pi')
26.64;16;('Taille', 'Charge', 'Pi')
25.0;17;('Taille', 'Charge', 'Pi')
25.33;18;('Taille', 'Charge', 'Pi')
23.03;19;('Taille', 'Charge', 'Pi')
21.71;1;('Taille', 'Volume', 'Tendance helice')
25.33;2;('Taille', 'Volume', 'Tendance helice')
22.7;3;('Taille', 'Volume', 'Tendance helice')
25.99;4;('Taille', 'Volume', 'Tendance helice')
24.01;5;('Taille', 'Volume', 'Tendance helice')
26.32;6;('Taille', 'Volume', 'Tendance helice')
24.67;7;('Taille', 'Volume', 'Tendance helice')
28.29;8;('Taille', 'Volume', 'Tendance helice')
26.64;9;('Taille', 'Volume', 'Tendance helice')
25.99;10;('Taille', 'Volume', 'Tendance helice')
25.0;11;('Taille', 'Volume', 'Tendance helice')
25.99;12;('Taille', 'Volume', 'Tendance helice')
25.66;13;('Taille', 'Volume', 'Tendance helice')
25.99;14;('Taille', 'Volume', 'Tendance helice')
23.36;15;('Taille', 'Volume', 'Tendance helice')
25.99;16;('Taille', 'Volume', 'Tendance helice')
23.03;17;('Taille', 'Volume', 'Tendance helice')
23.03;18;('Taille', 'Volume', 'Tendance helice')
23.36;19;('Taille', 'Volume', 'Tendance helice')
21.05;1;('Taille', 'Volume', 'Tendance feuillet')
25.99;2;('Taille', 'Volume', 'Tendance feuillet')
24.34;3;('Taille', 'Volume', 'Tendance feuillet')
25.99;4;('Taille', 'Volume', 'Tendance feuillet')
26.64;5;('Taille', 'Volume', 'Tendance feuillet')
27.63;6;('Taille', 'Volume', 'Tendance feuillet')
25.66;7;('Taille', 'Volume', 'Tendance feuillet')
25.66;8;('Taille', 'Volume', 'Tendance feuillet')
25.0;9;('Taille', 'Volume', 'Tendance feuillet')
25.33;10;('Taille', 'Volume', 'Tendance feuillet')
24.67;11;('Taille', 'Volume', 'Tendance feuillet')
26.32;12;('Taille', 'Volume', 'Tendance feuillet')
24.67;13;('Taille', 'Volume', 'Tendance feuillet')
27.3;14;('Taille', 'Volume', 'Tendance feuillet')
25.33;15;('Taille', 'Volume', 'Tendance feuillet')
25.99;16;('Taille', 'Volume', 'Tendance feuillet')
23.68;17;('Taille', 'Volume', 'Tendance feuillet')
24.67;18;('Taille', 'Volume', 'Tendance feuillet')
24.01;19;('Taille', 'Volume', 'Tendance feuillet')
22.04;1;('Taille', 'Volume', 'Flexibilite')
25.0;2;('Taille', 'Volume', 'Flexibilite')
24.01;3;('Taille', 'Volume', 'Flexibilite')
28.95;4;('Taille', 'Volume', 'Flexibilite')
24.34;5;('Taille', 'Volume', 'Flexibilite')
25.66;6;('Taille', 'Volume', 'Flexibilite')
22.37;7;('Taille', 'Volume', 'Flexibilite')
24.34;8;('Taille', 'Volume', 'Flexibilite')
24.34;9;('Taille', 'Volume', 'Flexibilite')
25.66;10;('Taille', 'Volume', 'Flexibilite')
25.0;11;('Taille', 'Volume', 'Flexibilite')
26.97;12;('Taille', 'Volume', 'Flexibilite')
25.99;13;('Taille', 'Volume', 'Flexibilite')
26.64;14;('Taille', 'Volume', 'Flexibilite')
25.99;15;('Taille', 'Volume', 'Flexibilite')
27.63;16;('Taille', 'Volume', 'Flexibilite')
25.0;17;('Taille', 'Volume', 'Flexibilite')
25.0;18;('Taille', 'Volume', 'Flexibilite')
24.34;19;('Taille', 'Volume', 'Flexibilite')
27.63;1;('Taille', 'Volume', 'Hydropathie')
32.89;2;('Taille', 'Volume', 'Hydropathie')
29.93;3;('Taille', 'Volume', 'Hydropathie')
29.93;4;('Taille', 'Volume', 'Hydropathie')
31.58;5;('Taille', 'Volume', 'Hydropathie')
29.28;6;('Taille', 'Volume', 'Hydropathie')
28.62;7;('Taille', 'Volume', 'Hydropathie')
28.29;8;('Taille', 'Volume', 'Hydropathie')
29.93;9;('Taille', 'Volume', 'Hydropathie')
31.25;10;('Taille', 'Volume', 'Hydropathie')
30.92;11;('Taille', 'Volume', 'Hydropathie')
30.59;12;('Taille', 'Volume', 'Hydropathie')
29.61;13;('Taille', 'Volume', 'Hydropathie')
29.61;14;('Taille', 'Volume', 'Hydropathie')
28.95;15;('Taille', 'Volume', 'Hydropathie')
27.3;16;('Taille', 'Volume', 'Hydropathie')
27.63;17;('Taille', 'Volume', 'Hydropathie')
25.33;18;('Taille', 'Volume', 'Hydropathie')
25.33;19;('Taille', 'Volume', 'Hydropathie')
24.01;1;('Taille', 'Volume', 'Pi')
26.64;2;('Taille', 'Volume', 'Pi')
26.64;3;('Taille', 'Volume', 'Pi')
27.63;4;('Taille', 'Volume', 'Pi')
24.67;5;('Taille', 'Volume', 'Pi')
26.64;6;('Taille', 'Volume', 'Pi')
26.64;7;('Taille', 'Volume', 'Pi')
25.33;8;('Taille', 'Volume', 'Pi')
25.66;9;('Taille', 'Volume', 'Pi')
26.97;10;('Taille', 'Volume', 'Pi')
27.3;11;('Taille', 'Volume', 'Pi')
26.97;12;('Taille', 'Volume', 'Pi')
26.64;13;('Taille', 'Volume', 'Pi')
27.3;14;('Taille', 'Volume', 'Pi')
25.99;15;('Taille', 'Volume', 'Pi')
25.33;16;('Taille', 'Volume', 'Pi')
25.66;17;('Taille', 'Volume', 'Pi')
25.99;18;('Taille', 'Volume', 'Pi')
25.99;19;('Taille', 'Volume', 'Pi')
23.36;1;('Taille', 'Tendance helice', 'Tendance feuillet')
26.32;2;('Taille', 'Tendance helice', 'Tendance feuillet')
24.67;3;('Taille', 'Tendance helice', 'Tendance feuillet')
23.68;4;('Taille', 'Tendance helice', 'Tendance feuillet')
21.71;5;('Taille', 'Tendance helice', 'Tendance feuillet')
20.72;6;('Taille', 'Tendance helice', 'Tendance feuillet')
20.07;7;('Taille', 'Tendance helice', 'Tendance feuillet')
20.39;8;('Taille', 'Tendance helice', 'Tendance feuillet')
21.71;9;('Taille', 'Tendance helice', 'Tendance feuillet')
21.38;10;('Taille', 'Tendance helice', 'Tendance feuillet')
21.71;11;('Taille', 'Tendance helice', 'Tendance feuillet')
21.38;12;('Taille', 'Tendance helice', 'Tendance feuillet')
20.72;13;('Taille', 'Tendance helice', 'Tendance feuillet')
20.72;14;('Taille', 'Tendance helice', 'Tendance feuillet')
22.04;15;('Taille', 'Tendance helice', 'Tendance feuillet')
21.38;16;('Taille', 'Tendance helice', 'Tendance feuillet')
20.39;17;('Taille', 'Tendance helice', 'Tendance feuillet')
21.05;18;('Taille', 'Tendance helice', 'Tendance feuillet')
20.39;19;('Taille', 'Tendance helice', 'Tendance feuillet')
24.67;1;('Taille', 'Tendance helice', 'Flexibilite')
29.28;2;('Taille', 'Tendance helice', 'Flexibilite')
28.95;3;('Taille', 'Tendance helice', 'Flexibilite')
29.28;4;('Taille', 'Tendance helice', 'Flexibilite')
27.63;5;('Taille', 'Tendance helice', 'Flexibilite')
28.62;6;('Taille', 'Tendance helice', 'Flexibilite')
25.66;7;('Taille', 'Tendance helice', 'Flexibilite')
26.97;8;('Taille', 'Tendance helice', 'Flexibilite')
25.99;9;('Taille', 'Tendance helice', 'Flexibilite')
26.64;10;('Taille', 'Tendance helice', 'Flexibilite')
25.99;11;('Taille', 'Tendance helice', 'Flexibilite')
26.64;12;('Taille', 'Tendance helice', 'Flexibilite')
26.97;13;('Taille', 'Tendance helice', 'Flexibilite')
28.95;14;('Taille', 'Tendance helice', 'Flexibilite')
27.63;15;('Taille', 'Tendance helice', 'Flexibilite')
28.29;16;('Taille', 'Tendance helice', 'Flexibilite')
26.97;17;('Taille', 'Tendance helice', 'Flexibilite')
29.93;18;('Taille', 'Tendance helice', 'Flexibilite')
27.96;19;('Taille', 'Tendance helice', 'Flexibilite')
24.01;1;('Taille', 'Tendance helice', 'Hydropathie')
25.0;2;('Taille', 'Tendance helice', 'Hydropathie')
22.37;3;('Taille', 'Tendance helice', 'Hydropathie')
22.37;4;('Taille', 'Tendance helice', 'Hydropathie')
24.01;5;('Taille', 'Tendance helice', 'Hydropathie')
23.68;6;('Taille', 'Tendance helice', 'Hydropathie')
24.67;7;('Taille', 'Tendance helice', 'Hydropathie')
23.68;8;('Taille', 'Tendance helice', 'Hydropathie')
23.68;9;('Taille', 'Tendance helice', 'Hydropathie')
24.34;10;('Taille', 'Tendance helice', 'Hydropathie')
25.33;11;('Taille', 'Tendance helice', 'Hydropathie')
25.33;12;('Taille', 'Tendance helice', 'Hydropathie')
26.32;13;('Taille', 'Tendance helice', 'Hydropathie')
25.33;14;('Taille', 'Tendance helice', 'Hydropathie')
26.64;15;('Taille', 'Tendance helice', 'Hydropathie')
26.32;16;('Taille', 'Tendance helice', 'Hydropathie')
25.99;17;('Taille', 'Tendance helice', 'Hydropathie')
25.66;18;('Taille', 'Tendance helice', 'Hydropathie')
25.33;19;('Taille', 'Tendance helice', 'Hydropathie')
25.0;1;('Taille', 'Tendance helice', 'Pi')
28.95;2;('Taille', 'Tendance helice', 'Pi')
25.0;3;('Taille', 'Tendance helice', 'Pi')
27.96;4;('Taille', 'Tendance helice', 'Pi')
21.71;5;('Taille', 'Tendance helice', 'Pi')
25.0;6;('Taille', 'Tendance helice', 'Pi')
22.37;7;('Taille', 'Tendance helice', 'Pi')
23.68;8;('Taille', 'Tendance helice', 'Pi')
22.7;9;('Taille', 'Tendance helice', 'Pi')
25.0;10;('Taille', 'Tendance helice', 'Pi')
23.68;11;('Taille', 'Tendance helice', 'Pi')
25.66;12;('Taille', 'Tendance helice', 'Pi')
23.68;13;('Taille', 'Tendance helice', 'Pi')
26.64;14;('Taille', 'Tendance helice', 'Pi')
25.99;15;('Taille', 'Tendance helice', 'Pi')
27.63;16;('Taille', 'Tendance helice', 'Pi')
25.99;17;('Taille', 'Tendance helice', 'Pi')
25.66;18;('Taille', 'Tendance helice', 'Pi')
21.38;19;('Taille', 'Tendance helice', 'Pi')
23.36;1;('Taille', 'Tendance feuillet', 'Flexibilite')
29.61;2;('Taille', 'Tendance feuillet', 'Flexibilite')
24.34;3;('Taille', 'Tendance feuillet', 'Flexibilite')
25.66;4;('Taille', 'Tendance feuillet', 'Flexibilite')
26.32;5;('Taille', 'Tendance feuillet', 'Flexibilite')
26.32;6;('Taille', 'Tendance feuillet', 'Flexibilite')
24.67;7;('Taille', 'Tendance feuillet', 'Flexibilite')
23.68;8;('Taille', 'Tendance feuillet', 'Flexibilite')
25.0;9;('Taille', 'Tendance feuillet', 'Flexibilite')
23.36;10;('Taille', 'Tendance feuillet', 'Flexibilite')
24.34;11;('Taille', 'Tendance feuillet', 'Flexibilite')
23.36;12;('Taille', 'Tendance feuillet', 'Flexibilite')
23.36;13;('Taille', 'Tendance feuillet', 'Flexibilite')
22.7;14;('Taille', 'Tendance feuillet', 'Flexibilite')
23.68;15;('Taille', 'Tendance feuillet', 'Flexibilite')
20.39;16;('Taille', 'Tendance feuillet', 'Flexibilite')
21.05;17;('Taille', 'Tendance feuillet', 'Flexibilite')
21.05;18;('Taille', 'Tendance feuillet', 'Flexibilite')
21.38;19;('Taille', 'Tendance feuillet', 'Flexibilite')
22.37;1;('Taille', 'Tendance feuillet', 'Hydropathie')
25.66;2;('Taille', 'Tendance feuillet', 'Hydropathie')
23.03;3;('Taille', 'Tendance feuillet', 'Hydropathie')
24.01;4;('Taille', 'Tendance feuillet', 'Hydropathie')
24.01;5;('Taille', 'Tendance feuillet', 'Hydropathie')
25.33;6;('Taille', 'Tendance feuillet', 'Hydropathie')
